problem_id,library,fix_mode_attempt_count,status
251,Pandas,5,fail
252,Pandas,0,pass
253,Pandas,5,fail
254,Pandas,5,fail
255,Pandas,0,pass
256,Pandas,0,pass
257,Pandas,5,fail
258,Pandas,5,fail
259,Pandas,5,fail
260,Pandas,5,fail
261,Pandas,1,pass
262,Pandas,5,fail
263,Pandas,5,fail
264,Pandas,0,pass
265,Pandas,4,pass
266,Pandas,5,fail
267,Pandas,5,fail
268,Pandas,5,fail
269,Pandas,5,fail
270,Pandas,5,fail
271,Pandas,5,fail
272,Pandas,5,fail
273,Pandas,0,pass
274,Pandas,0,pass
275,Pandas,0,pass
276,Pandas,0,pass
277,Pandas,0,pass
278,Pandas,0,pass
279,Pandas,5,fail
280,Pandas,5,fail
281,Pandas,5,fail
282,Pandas,5,fail
283,Pandas,5,fail
284,Pandas,5,fail
285,Pandas,5,fail
286,Pandas,5,fail
287,Pandas,5,fail
288,Pandas,5,fail
289,Pandas,0,pass
290,Pandas,0,pass
291,Numpy,0,pass
292,Numpy,5,fail
293,Numpy,5,fail
294,Numpy,5,fail
295,Numpy,5,fail
296,Numpy,5,fail
297,Numpy,5,fail
298,Numpy,5,fail
299,Numpy,5,fail
300,Numpy,2,pass
301,Numpy,5,fail
302,Numpy,5,fail
303,Numpy,5,fail
304,Numpy,5,fail
305,Numpy,0,pass
306,Numpy,5,fail
307,Numpy,5,fail
308,Numpy,5,fail
309,Numpy,5,fail
310,Numpy,5,fail
311,Numpy,0,pass
312,Numpy,0,pass
313,Numpy,5,fail
314,Numpy,0,pass
315,Numpy,5,fail
316,Numpy,5,fail
317,Numpy,0,pass
318,Numpy,5,fail
319,Numpy,5,fail
320,Numpy,0,pass
321,Numpy,0,pass
322,Numpy,5,fail
323,Numpy,0,pass
324,Numpy,0,pass
325,Numpy,0,pass
326,Numpy,0,pass
327,Numpy,5,fail
328,Numpy,5,fail
329,Numpy,5,fail
330,Numpy,5,fail
331,Numpy,5,fail
332,Numpy,5,fail
333,Numpy,5,fail
334,Numpy,5,fail
335,Numpy,0,pass
336,Numpy,0,pass
337,Numpy,0,pass
338,Numpy,5,fail
339,Numpy,5,fail
340,Numpy,0,pass
341,Numpy,0,pass
342,Numpy,5,fail
343,Numpy,0,pass
344,Numpy,0,pass
345,Numpy,5,fail
346,Numpy,5,fail
347,Numpy,5,fail
348,Numpy,5,fail
349,Numpy,0,pass
350,Numpy,5,fail
351,Numpy,5,fail
352,Numpy,5,fail
353,Numpy,5,fail
354,Numpy,5,fail
355,Numpy,5,fail
356,Numpy,5,fail
357,Numpy,5,fail
358,Numpy,5,fail
359,Numpy,5,fail
360,Numpy,5,fail
361,Numpy,5,fail
362,Numpy,5,fail
363,Numpy,5,fail
364,Numpy,5,fail
365,Numpy,5,fail
366,Numpy,5,fail
367,Numpy,0,pass
368,Numpy,0,pass
369,Numpy,0,pass
370,Numpy,5,fail
371,Numpy,5,fail
372,Numpy,5,fail
373,Numpy,5,fail
374,Numpy,5,fail
375,Numpy,5,fail
376,Numpy,0,pass
377,Numpy,5,fail
378,Numpy,5,fail
379,Numpy,0,pass
380,Numpy,0,pass
381,Numpy,0,pass
382,Numpy,0,pass
383,Numpy,5,fail
384,Numpy,0,pass
385,Numpy,5,fail
386,Numpy,0,pass
387,Numpy,0,pass
388,Numpy,0,pass
389,Numpy,5,fail
390,Numpy,5,fail
391,Numpy,5,fail
392,Numpy,0,pass
393,Numpy,5,fail
394,Numpy,5,fail
395,Numpy,5,fail
396,Numpy,5,fail
397,Numpy,5,fail
398,Numpy,5,fail
399,Numpy,5,fail
400,Numpy,0,pass
401,Numpy,0,pass
402,Numpy,5,fail
403,Numpy,5,fail
404,Numpy,5,fail
405,Numpy,5,fail
406,Numpy,1,pass
407,Numpy,5,fail
408,Numpy,5,fail
409,Numpy,5,fail
410,Numpy,5,fail
411,Numpy,5,fail
412,Numpy,0,pass
413,Numpy,0,pass
414,Numpy,5,fail
415,Numpy,5,fail
416,Numpy,5,fail
417,Numpy,5,fail
418,Numpy,0,pass
419,Numpy,5,fail
420,Numpy,5,fail
421,Numpy,5,fail
422,Numpy,5,fail
423,Numpy,5,fail
424,Numpy,5,fail
425,Numpy,5,fail
426,Numpy,5,fail
427,Numpy,5,fail
428,Numpy,0,pass
429,Numpy,0,pass
430,Numpy,5,fail
431,Numpy,0,pass
432,Numpy,5,fail
433,Numpy,0,pass
434,Numpy,0,pass
435,Numpy,0,pass
436,Numpy,5,fail
437,Numpy,5,fail
438,Numpy,0,pass
439,Numpy,5,fail
440,Numpy,5,fail
441,Numpy,5,fail
442,Numpy,5,fail
443,Numpy,5,fail
444,Numpy,5,fail
445,Numpy,5,fail
446,Numpy,5,fail
447,Numpy,5,fail
448,Numpy,5,fail
449,Numpy,5,fail
450,Numpy,5,fail
451,Numpy,5,fail
452,Numpy,5,fail
453,Numpy,0,pass
454,Numpy,0,pass
455,Numpy,5,fail
456,Numpy,0,pass
457,Numpy,5,fail
458,Numpy,5,fail
459,Numpy,5,fail
460,Numpy,5,fail
461,Numpy,5,fail
462,Numpy,0,pass
463,Numpy,0,pass
464,Numpy,5,fail
465,Numpy,5,fail
466,Numpy,5,fail
467,Numpy,0,pass
468,Numpy,5,fail
469,Numpy,5,fail
470,Numpy,5,fail
471,Numpy,0,pass
472,Numpy,5,fail
473,Numpy,0,pass
474,Numpy,0,pass
475,Numpy,5,fail
476,Numpy,5,fail
477,Numpy,5,fail
478,Numpy,5,fail
479,Numpy,0,pass
480,Numpy,0,pass
481,Numpy,0,pass
482,Numpy,5,fail
483,Numpy,0,pass
484,Numpy,5,fail
485,Numpy,0,pass
486,Numpy,0,pass
487,Numpy,0,pass
488,Numpy,5,fail
489,Numpy,1,pass
490,Numpy,5,fail
491,Numpy,0,pass
492,Numpy,0,pass
493,Numpy,0,pass
494,Numpy,5,fail
495,Numpy,0,pass
496,Numpy,0,pass
497,Numpy,0,pass
498,Numpy,5,fail
499,Numpy,0,pass
500,Numpy,5,fail
501,Numpy,0,pass
502,Numpy,5,fail
503,Numpy,0,pass
504,Numpy,5,fail
505,Numpy,5,fail
506,Numpy,0,pass
507,Numpy,0,pass
508,Numpy,0,pass
509,Numpy,5,fail
510,Numpy,0,pass
511,Matplotlib,1,pass
512,Matplotlib,5,fail
513,Matplotlib,1,pass
514,Matplotlib,5,fail
515,Matplotlib,5,fail
516,Matplotlib,5,fail
517,Matplotlib,0,pass
518,Matplotlib,0,pass
519,Matplotlib,1,pass
520,Matplotlib,5,fail
521,Matplotlib,5,fail
522,Matplotlib,1,pass
523,Matplotlib,5,fail
524,Matplotlib,0,pass
525,Matplotlib,5,fail
526,Matplotlib,5,fail
527,Matplotlib,5,fail
528,Matplotlib,1,pass
529,Matplotlib,0,pass
530,Matplotlib,0,pass
531,Matplotlib,0,pass
532,Matplotlib,0,pass
533,Matplotlib,5,fail
534,Matplotlib,1,pass
535,Matplotlib,0,pass
536,Matplotlib,0,pass
537,Matplotlib,1,pass
538,Matplotlib,5,fail
539,Matplotlib,0,pass
540,Matplotlib,5,fail
541,Matplotlib,0,pass
542,Matplotlib,1,pass
543,Matplotlib,0,pass
544,Matplotlib,0,pass
545,Matplotlib,0,pass
546,Matplotlib,0,pass
547,Matplotlib,5,fail
548,Matplotlib,5,fail
549,Matplotlib,0,pass
550,Matplotlib,5,fail
551,Matplotlib,5,fail
552,Matplotlib,5,fail
553,Matplotlib,0,pass
554,Matplotlib,5,fail
555,Matplotlib,5,fail
556,Matplotlib,0,pass
557,Matplotlib,1,pass
558,Matplotlib,5,fail
559,Matplotlib,0,pass
560,Matplotlib,1,pass
561,Matplotlib,5,fail
562,Matplotlib,1,pass
563,Matplotlib,5,fail
564,Matplotlib,5,fail
565,Matplotlib,5,fail
566,Matplotlib,5,fail
567,Matplotlib,5,fail
568,Matplotlib,5,fail
569,Matplotlib,1,pass
570,Matplotlib,1,pass
571,Matplotlib,5,fail
572,Matplotlib,2,pass
573,Matplotlib,0,pass
574,Matplotlib,5,fail
575,Matplotlib,1,pass
576,Matplotlib,0,pass
577,Matplotlib,1,pass
578,Matplotlib,1,pass
579,Matplotlib,0,pass
580,Matplotlib,5,fail
581,Matplotlib,1,pass
582,Matplotlib,0,pass
583,Matplotlib,0,pass
584,Matplotlib,5,fail
585,Matplotlib,5,fail
586,Matplotlib,1,pass
587,Matplotlib,1,pass
588,Matplotlib,5,fail
589,Matplotlib,1,pass
590,Matplotlib,0,pass
591,Matplotlib,5,fail
592,Matplotlib,0,pass
593,Matplotlib,0,pass
594,Matplotlib,0,pass
595,Matplotlib,5,fail
596,Matplotlib,5,fail
597,Matplotlib,0,pass
598,Matplotlib,0,pass
599,Matplotlib,5,fail
600,Matplotlib,1,pass
601,Matplotlib,0,pass
602,Matplotlib,5,fail
603,Matplotlib,5,fail
604,Matplotlib,5,fail
605,Matplotlib,5,fail
606,Matplotlib,1,pass
607,Matplotlib,5,fail
608,Matplotlib,0,pass
609,Matplotlib,5,fail
610,Matplotlib,1,pass
611,Matplotlib,5,fail
612,Matplotlib,5,fail
613,Matplotlib,5,fail
614,Matplotlib,0,pass
615,Matplotlib,1,pass
616,Matplotlib,5,fail
617,Matplotlib,0,pass
618,Matplotlib,0,pass
619,Matplotlib,0,pass
620,Matplotlib,5,fail
621,Matplotlib,0,pass
622,Matplotlib,5,fail
623,Matplotlib,1,pass
624,Matplotlib,1,pass
625,Matplotlib,0,pass
626,Matplotlib,5,fail
627,Matplotlib,0,pass
628,Matplotlib,0,pass
629,Matplotlib,5,fail
630,Matplotlib,0,pass
631,Matplotlib,0,pass
632,Matplotlib,5,fail
633,Matplotlib,0,pass
634,Matplotlib,5,fail
635,Matplotlib,5,fail
636,Matplotlib,0,pass
637,Matplotlib,5,fail
638,Matplotlib,5,fail
639,Matplotlib,1,pass
640,Matplotlib,5,fail
641,Matplotlib,1,pass
642,Matplotlib,0,pass
643,Matplotlib,1,pass
644,Matplotlib,1,pass
645,Matplotlib,0,pass
646,Matplotlib,5,fail
647,Matplotlib,5,fail
648,Matplotlib,0,pass
649,Matplotlib,0,pass
650,Matplotlib,5,fail
651,Matplotlib,0,pass
652,Matplotlib,0,pass
653,Matplotlib,1,pass
654,Matplotlib,5,fail
655,Matplotlib,5,fail
656,Matplotlib,5,fail
657,Matplotlib,0,pass
658,Matplotlib,0,pass
659,Matplotlib,0,pass
660,Matplotlib,0,pass
661,Matplotlib,5,fail
662,Matplotlib,5,fail
663,Matplotlib,0,pass
664,Matplotlib,1,pass
665,Matplotlib,0,pass
666,Tensorflow,0,pass
667,Tensorflow,0,pass
668,Tensorflow,1,pass
669,Tensorflow,5,fail
670,Tensorflow,5,fail
671,Tensorflow,5,fail
672,Tensorflow,5,fail
673,Tensorflow,5,fail
674,Tensorflow,5,fail
675,Tensorflow,0,pass
676,Tensorflow,0,pass
677,Tensorflow,5,fail
678,Tensorflow,5,fail
679,Tensorflow,5,fail
680,Tensorflow,5,fail
681,Tensorflow,5,fail
682,Tensorflow,0,pass
683,Tensorflow,0,pass
684,Tensorflow,0,pass
685,Tensorflow,0,pass
686,Tensorflow,0,pass
687,Tensorflow,0,pass
688,Tensorflow,0,pass
689,Tensorflow,0,pass
690,Tensorflow,5,fail
691,Tensorflow,0,pass
692,Tensorflow,1,pass
693,Tensorflow,5,fail
694,Tensorflow,5,fail
695,Tensorflow,2,pass
696,Tensorflow,5,fail
697,Tensorflow,5,fail
698,Tensorflow,0,pass
699,Tensorflow,5,fail
700,Tensorflow,5,fail
701,Tensorflow,5,fail
702,Tensorflow,0,pass
703,Tensorflow,5,fail
704,Tensorflow,5,fail
705,Tensorflow,0,pass
706,Tensorflow,5,fail
707,Tensorflow,0,pass
708,Tensorflow,0,pass
709,Tensorflow,5,fail
710,Tensorflow,0,pass
711,Scipy,0,pass
712,Scipy,5,fail
713,Scipy,0,pass
714,Scipy,5,fail
715,Scipy,0,pass
716,Scipy,0,pass
717,Scipy,5,fail
718,Scipy,5,fail
719,Scipy,5,fail
720,Scipy,0,pass
721,Scipy,5,fail
722,Scipy,0,pass
723,Scipy,5,fail
724,Scipy,0,pass
725,Scipy,0,pass
726,Scipy,5,fail
727,Scipy,0,pass
728,Scipy,5,fail
729,Scipy,5,fail
730,Scipy,5,fail
731,Scipy,5,fail
732,Scipy,5,fail
733,Scipy,5,fail
734,Scipy,0,pass
735,Scipy,5,fail
736,Scipy,5,fail
737,Scipy,0,pass
738,Scipy,0,pass
739,Scipy,5,fail
740,Scipy,5,fail
741,Scipy,5,fail
742,Scipy,5,fail
743,Scipy,5,fail
744,Scipy,5,fail
745,Scipy,5,fail
746,Scipy,5,fail
747,Scipy,5,fail
748,Scipy,5,fail
749,Scipy,5,fail
750,Scipy,5,fail
751,Scipy,5,fail
752,Scipy,5,fail
753,Scipy,5,fail
754,Scipy,5,fail
755,Scipy,5,fail
756,Scipy,5,fail
757,Scipy,5,fail
758,Scipy,0,pass
759,Scipy,0,pass
760,Scipy,5,fail
761,Scipy,5,fail
762,Scipy,5,fail
763,Scipy,5,fail
764,Scipy,5,fail
765,Scipy,5,fail
766,Scipy,0,pass
767,Scipy,0,pass
768,Scipy,5,fail
769,Scipy,0,pass
770,Scipy,5,fail
771,Scipy,5,fail
772,Scipy,5,fail
773,Scipy,5,fail
774,Scipy,5,fail
775,Scipy,5,fail
776,Scipy,0,pass
777,Scipy,0,pass
778,Scipy,0,pass
779,Scipy,5,fail
780,Scipy,5,fail
781,Scipy,1,pass
782,Scipy,5,fail
783,Scipy,5,fail
784,Scipy,5,fail
785,Scipy,0,pass
786,Scipy,0,pass
787,Scipy,5,fail
788,Scipy,5,fail
789,Scipy,5,fail
790,Scipy,5,fail
791,Scipy,5,fail
792,Scipy,5,fail
793,Scipy,5,fail
794,Scipy,5,fail
795,Scipy,5,fail
796,Scipy,0,pass
797,Scipy,5,fail
798,Scipy,5,fail
799,Scipy,5,fail
800,Scipy,5,fail
801,Scipy,0,pass
802,Scipy,5,fail
803,Scipy,0,pass
804,Scipy,0,pass
805,Scipy,0,pass
806,Scipy,5,fail
807,Scipy,5,fail
808,Scipy,5,fail
809,Scipy,5,fail
810,Scipy,5,fail
811,Scipy,0,pass
812,Scipy,5,fail
813,Scipy,0,pass
814,Scipy,0,pass
815,Scipy,5,fail
816,Scipy,5,fail
817,Sklearn,5,fail
818,Sklearn,5,fail
819,Sklearn,5,fail
820,Sklearn,5,fail
821,Sklearn,0,pass
822,Sklearn,5,fail
823,Sklearn,5,fail
824,Sklearn,0,pass
825,Sklearn,5,fail
826,Sklearn,5,fail
827,Sklearn,5,fail
828,Sklearn,5,fail
829,Sklearn,5,fail
830,Sklearn,5,fail
831,Sklearn,5,fail
832,Sklearn,5,fail
833,Sklearn,5,fail
834,Sklearn,5,fail
835,Sklearn,5,fail
836,Sklearn,5,fail
837,Sklearn,0,pass
838,Sklearn,5,fail
839,Sklearn,5,fail
840,Sklearn,5,fail
841,Sklearn,5,fail
842,Sklearn,5,fail
843,Sklearn,5,fail
844,Sklearn,5,fail
845,Sklearn,0,pass
846,Sklearn,5,fail
847,Sklearn,5,fail
848,Sklearn,5,fail
849,Sklearn,5,fail
850,Sklearn,5,fail
851,Sklearn,5,fail
852,Sklearn,5,fail
853,Sklearn,0,pass
854,Sklearn,5,fail
855,Sklearn,5,fail
856,Sklearn,5,fail
857,Sklearn,5,fail
858,Sklearn,5,fail
859,Sklearn,5,fail
860,Sklearn,5,fail
861,Sklearn,5,fail
862,Sklearn,5,fail
863,Sklearn,5,fail
864,Sklearn,5,fail
865,Sklearn,5,fail
866,Sklearn,0,pass
867,Sklearn,5,fail
868,Sklearn,0,pass
869,Sklearn,5,fail
870,Sklearn,0,pass
871,Sklearn,5,fail
872,Sklearn,5,fail
873,Sklearn,5,fail
874,Sklearn,0,pass
875,Sklearn,0,pass
876,Sklearn,5,fail
877,Sklearn,5,fail
878,Sklearn,5,fail
879,Sklearn,5,fail
880,Sklearn,5,fail
881,Sklearn,5,fail
882,Sklearn,5,fail
883,Sklearn,5,fail
884,Sklearn,5,fail
885,Sklearn,5,fail
886,Sklearn,5,fail
887,Sklearn,5,fail
888,Sklearn,5,fail
889,Sklearn,5,fail
890,Sklearn,5,fail
891,Sklearn,5,fail
892,Sklearn,5,fail
893,Sklearn,5,fail
894,Sklearn,5,fail
895,Sklearn,5,fail
896,Sklearn,5,fail
897,Sklearn,5,fail
898,Sklearn,0,pass
899,Sklearn,5,fail
900,Sklearn,5,fail
901,Sklearn,5,fail
902,Sklearn,5,fail
903,Sklearn,5,fail
904,Sklearn,5,fail
905,Sklearn,5,fail
906,Sklearn,0,pass
907,Sklearn,5,fail
908,Sklearn,5,fail
909,Sklearn,5,fail
910,Sklearn,5,fail
911,Sklearn,5,fail
912,Sklearn,5,fail
913,Sklearn,5,fail
914,Sklearn,5,fail
915,Sklearn,5,fail
916,Sklearn,5,fail
917,Sklearn,5,fail
918,Sklearn,5,fail
919,Sklearn,5,fail
920,Sklearn,5,fail
921,Sklearn,0,pass
922,Sklearn,5,fail
923,Sklearn,5,fail
924,Sklearn,5,fail
925,Sklearn,0,pass
926,Sklearn,5,fail
927,Sklearn,5,fail
928,Sklearn,5,fail
929,Sklearn,5,fail
930,Sklearn,5,fail
931,Sklearn,5,fail
932,Pytorch,0,pass
933,Pytorch,0,pass
934,Pytorch,0,pass
935,Pytorch,5,fail
936,Pytorch,5,fail
937,Pytorch,5,fail
938,Pytorch,5,fail
939,Pytorch,5,fail
940,Pytorch,5,fail
941,Pytorch,5,fail
942,Pytorch,5,fail
943,Pytorch,5,fail
944,Pytorch,5,fail
945,Pytorch,5,fail
946,Pytorch,5,fail
947,Pytorch,5,fail
948,Pytorch,5,fail
949,Pytorch,5,fail
950,Pytorch,5,fail
951,Pytorch,5,fail
952,Pytorch,5,fail
953,Pytorch,5,fail
954,Pytorch,5,fail
955,Pytorch,0,pass
956,Pytorch,5,fail
957,Pytorch,5,fail
958,Pytorch,5,fail
959,Pytorch,5,fail
960,Pytorch,0,pass
961,Pytorch,5,fail
962,Pytorch,3,pass
963,Pytorch,0,pass
964,Pytorch,0,pass
965,Pytorch,5,fail
966,Pytorch,5,fail
967,Pytorch,5,fail
968,Pytorch,0,pass
969,Pytorch,0,pass
970,Pytorch,5,fail
971,Pytorch,5,fail
972,Pytorch,0,pass
973,Pytorch,0,pass
974,Pytorch,5,fail
975,Pytorch,5,fail
976,Pytorch,0,pass
977,Pytorch,5,fail
978,Pytorch,5,fail
979,Pytorch,5,fail
980,Pytorch,5,fail
981,Pytorch,5,fail
982,Pytorch,5,fail
983,Pytorch,5,fail
984,Pytorch,5,fail
985,Pytorch,5,fail
986,Pytorch,0,pass
987,Pytorch,5,fail
988,Pytorch,0,pass
989,Pytorch,5,fail
990,Pytorch,5,fail
991,Pytorch,5,fail
992,Pytorch,5,fail
993,Pytorch,5,fail
994,Pytorch,0,pass
995,Pytorch,5,fail
996,Pytorch,5,fail
997,Pytorch,0,pass
998,Pytorch,5,fail
999,Pytorch,5,fail
