task_id,fix_mode_attempt_count,status,error_trace
29,5,fail,"[['AssertionError', 'UnicodeDecodeError', 'AssertionError', 'UnicodeDecodeError'], ['AssertionError', 'UnicodeDecodeError', 'AssertionError', 'UnicodeDecodeError'], ['AssertionError', 'UnicodeDecodeError', 'AssertionError', 'UnicodeDecodeError'], ['AssertionError', 'AssertionError', 'UnicodeDecodeError', 'UnicodeDecodeError'], ['AssertionError', 'UnicodeDecodeError', 'UnicodeDecodeError', 'AssertionError']]"
30,1,pass,[['AssertionError']]
31,0,pass,[]
32,5,fail,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
33,0,pass,[]
34,0,pass,[]
35,5,fail,"[['NameError', 'NameError', 'NameError', 'NameError', 'NameError', 'NameError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError']]"
36,5,fail,"[['numpy.linalg.LinAlgError', 'ValueError', 'AttributeError', 'numpy.linalg.LinAlgError', 'ValueError', 'numpy.linalg.LinAlgError'], ['numpy.linalg.LinAlgError', 'numpy.linalg.LinAlgError', 'numpy.linalg.LinAlgError', 'ValueError', 'AttributeError', 'ValueError'], ['numpy.linalg.LinAlgError', 'numpy.linalg.LinAlgError', 'numpy.linalg.LinAlgError', 'ValueError', 'ValueError', 'TypeError'], ['ValueError', 'ValueError', 'TypeError'], ['ValueError', 'ValueError', 'TypeError']]"
37,0,pass,[]
38,0,pass,[]
39,0,pass,[]
40,0,pass,[]
41,5,fail,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'ValueError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'TypeError', 'AssertionError']]"
42,1,pass,"[['ValueError', 'ValueError', 'ValueError', 'ValueError']]"
43,1,pass,"[['NameError', 'NameError', 'NameError', 'NameError', 'NameError', 'NameError']]"
44,5,fail,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
45,2,pass,"[['NameError', 'NameError', 'NameError', 'NameError', 'NameError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
46,5,fail,"[['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'AttributeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError']]"
47,0,pass,[]
48,2,pass,"[['AssertionError'], ['ValueError', 'ValueError', 'ValueError', 'ValueError']]"
49,5,fail,"[['TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError']]"
50,5,fail,"[['ValueError', 'ValueError', 'ValueError', 'ValueError', 'ValueError', 'ValueError'], ['KeyError', 'KeyError', 'KeyError', 'KeyError', 'KeyError', 'KeyError', 'KeyError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
51,5,fail,"[['ValueError', 'ValueError'], ['ValueError'], ['ValueError'], ['AttributeError', 'UnboundLocalError'], ['AttributeError', 'UnboundLocalError']]"
52,0,pass,[]
53,2,pass,"[['AssertionError', 'AssertionError', 'AssertionError', 'KeyError', 'AssertionError'], ['KeyError']]"
54,0,pass,[]
55,5,fail,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
56,1,pass,[['AssertionError']]
57,0,pass,[]
58,0,pass,[]
59,1,pass,[['wikipedia.exceptions.DisambiguationError']]
60,0,pass,[]
61,5,fail,"[['IndexError', 'IndexError'], ['IndexError', 'IndexError'], ['ValueError', 'ValueError'], ['IndexError', 'IndexError'], ['IndexError', 'IndexError']]"
62,5,fail,"[['AssertionError', 'KeyError', 'IndexError'], ['IndexError', 'ValueError', 'IndexError'], ['AssertionError', 'AssertionError', 'ValueError'], ['AssertionError', 'AssertionError', 'ValueError', 'ValueError', 'ValueError'], ['AssertionError', 'AssertionError', 'ValueError']]"
63,5,fail,"[['ValueError', 'ValueError', 'ValueError', 'ValueError', 'ValueError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AssertionError'], ['AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
64,5,fail,"[['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError']]"
65,5,fail,"[['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['ValueError', 'ValueError', 'ValueError', 'ValueError', 'ValueError']]"
66,5,fail,"[['NameError', 'NameError', 'NameError', 'NameError', 'NameError'], ['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError']]"
67,2,pass,"[['AssertionError'], ['AssertionError']]"
68,0,pass,[]
69,5,pass,"[['AttributeError', 'AttributeError', 'AttributeError', 'AttributeError', 'AttributeError'], ['AttributeError', 'AttributeError', 'AttributeError', 'AttributeError', 'AttributeError'], ['AttributeError', 'AttributeError', 'AttributeError', 'AttributeError', 'AttributeError'], ['ValueError', 'ValueError', 'ValueError', 'ValueError', 'ValueError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError']]"
70,5,fail,"[['ValueError', 'ValueError', 'ValueError', 'ValueError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
71,5,fail,"[['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AssertionError', 'KeyError', 'KeyError', 'KeyError', 'KeyError', 'KeyError'], ['AssertionError', 'KeyError', 'KeyError', 'KeyError', 'KeyError', 'KeyError'], ['AssertionError', 'KeyError', 'KeyError', 'KeyError', 'KeyError', 'KeyError'], ['ValueError', 'ValueError', 'ValueError', 'ValueError', 'ValueError']]"
72,5,fail,"[['AttributeError'], ['AttributeError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
73,0,pass,[]
74,0,pass,[]
75,5,fail,"[['AssertionError', 'AssertionError', 'TypeError', 'AttributeError', 'AttributeError'], ['NameError', 'NameError', 'AssertionError', 'NameError', 'NameError', 'NameError'], ['AttributeError', 'AssertionError', 'TypeError', 'AttributeError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError']]"
76,5,fail,"[['AssertionError'], ['AssertionError', 'ValueError'], ['AssertionError', 'ValueError'], ['ValueError', 'AssertionError', 'ValueError'], ['AssertionError']]"
77,5,fail,"[['TypeError', 'AssertionError', 'TypeError', 'KeyError', 'ValueError', 'KeyError'], ['TypeError', 'AssertionError', 'TypeError', 'KeyError', 'ValueError', 'KeyError'], ['KeyError', 'TypeError', 'TypeError', 'KeyError', 'AssertionError', 'ValueError'], ['TypeError', 'ValueError', 'AssertionError', 'KeyError', 'TypeError', 'NameError', 'KeyError'], ['ValueError', 'KeyError', 'TypeError', 'AssertionError', 'TypeError', 'KeyError', 'NameError']]"
78,5,fail,"[['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AssertionError'], ['AssertionError']]"
79,5,fail,"[['FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'AssertionError', 'FileNotFoundError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
80,0,pass,[]
81,0,pass,[]
82,5,fail,"[['AssertionError', 'AssertionError', 'UnknownError'], ['AssertionError'], ['AssertionError'], ['UnknownError', 'AssertionError', 'AssertionError'], ['AssertionError', 'UnknownError', 'AssertionError']]"
83,5,fail,"[['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['Infinite Loop', 'OSError', 'OSError', 'OSError', 'OSError'], ['AssertionError', 'AssertionError']]"
84,5,fail,"[['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError'], ['ValueError', 'AssertionError'], ['AssertionError']]"
85,0,pass,[]
86,1,pass,[['AssertionError']]
87,0,pass,[]
88,0,pass,[]
89,1,pass,[['AssertionError']]
90,0,pass,[]
91,5,fail,"[['NameError', 'NameError', 'NameError', 'NameError'], ['AssertionError', 'AssertionError'], ['ValueError', 'AssertionError'], ['ValueError', 'AssertionError'], ['ValueError', 'AssertionError']]"
92,5,fail,"[['AssertionError', 'AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
93,5,fail,"[['SyntaxError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError']]"
94,5,fail,"[['AttributeError', 'TypeError', 'TypeError', 'AttributeError', 'AssertionError', 'TypeError', 'AttributeError', 'AttributeError'], ['AttributeError', 'TypeError', 'AttributeError', 'AssertionError', 'TypeError', 'AttributeError', 'TypeError', 'AttributeError'], ['AttributeError', 'AttributeError', 'TypeError', 'TypeError', 'AttributeError', 'AssertionError', 'TypeError', 'AttributeError'], ['AttributeError', 'AttributeError', 'TypeError', 'TypeError', 'AttributeError', 'AssertionError', 'TypeError', 'AttributeError'], ['AttributeError', 'AttributeError', 'TypeError', 'TypeError', 'AttributeError', 'AssertionError', 'TypeError', 'AttributeError']]"
95,5,fail,"[['ValueError', 'ValueError', 'ValueError'], ['AssertionError'], ['AssertionError'], ['NameError', 'NameError', 'NameError', 'NameError'], ['AssertionError']]"
96,0,pass,[]
97,0,pass,[]
98,0,pass,[]
99,1,pass,"[['AttributeError', 'AttributeError', 'AssertionError', 'AttributeError']]"
100,3,pass,"[['NameError', 'NameError', 'NameError', 'NameError', 'NameError', 'NameError'], ['AssertionError'], ['AssertionError']]"
101,5,fail,"[['ImportError'], ['OSError', 'OSError', 'FileNotFoundError', 'OSError', 'OSError'], ['TypeError', 'AssertionError'], ['TypeError', 'AssertionError'], ['TypeError', 'AssertionError']]"
102,5,fail,"[['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
103,5,fail,"[['AttributeError', 'AttributeError', 'AttributeError', 'AttributeError'], ['AttributeError', 'AttributeError', 'AttributeError', 'AttributeError'], ['ValueError'], ['ValueError'], ['ValueError']]"
104,3,pass,"[['AttributeError', 'AttributeError', 'AttributeError'], ['AttributeError', 'AttributeError', 'AttributeError'], ['AttributeError', 'AttributeError', 'AttributeError']]"
105,5,fail,"[['AttributeError', 'AttributeError', 'AttributeError'], ['ValueError', 'ValueError', 'ValueError'], ['ValueError', 'ValueError', 'ValueError'], ['ValueError'], ['ValueError', 'ValueError', 'ValueError']]"
106,2,pass,"[['ValueError', 'ValueError'], ['ValueError', 'ValueError']]"
107,5,fail,"[['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['TypeError', 'TypeError']]"
108,5,fail,"[['AttributeError', 'pandas.errors.LossySetitemError', 'AttributeError', 'AttributeError', 'TypeError', 'AttributeError', 'AttributeError', 'AttributeError'], ['pandas.errors.LossySetitemError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['pandas.errors.LossySetitemError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'AssertionError', 'pandas.errors.LossySetitemError'], ['pandas.errors.LossySetitemError', 'TypeError', 'AssertionError', 'TypeError']]"
109,5,fail,"[['AssertionError', 'AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
110,1,pass,[['AssertionError']]
111,5,fail,"[['AssertionError'], ['AssertionError'], ['AssertionError'], ['ValueError', 'ValueError', 'ValueError', 'ValueError'], ['ValueError', 'ValueError', 'ValueError', 'ValueError']]"
112,5,fail,"[['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
113,1,pass,"[['AssertionError', 'KeyError', 'AssertionError']]"
114,3,pass,"[['TypeError'], ['TypeError'], ['AssertionError', 'AssertionError']]"
115,5,fail,"[['IndexError', 'IndexError', 'IndexError', 'IndexError', 'IndexError', 'IndexError'], ['IndexError', 'IndexError', 'IndexError', 'IndexError', 'IndexError', 'IndexError'], ['IndexError', 'IndexError', 'IndexError', 'IndexError', 'IndexError', 'IndexError'], ['IndexError', 'IndexError', 'IndexError', 'IndexError', 'IndexError', 'IndexError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError']]"
116,0,pass,[]
117,5,fail,"[['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
118,2,pass,"[['ValueError'], ['ValueError']]"
119,0,pass,[]
120,5,fail,"[['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AttributeError', 'AttributeError', 'AttributeError', 'AttributeError'], ['AttributeError', 'AttributeError', 'AttributeError', 'AttributeError']]"
121,5,fail,"[['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
122,0,pass,[]
123,5,fail,"[['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError']]"
124,5,fail,"[['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
125,0,pass,[]
126,5,fail,"[['ValueError', 'ValueError', 'ValueError', 'ValueError', 'ValueError'], ['AssertionError', 'AssertionError', 'KeyError', 'KeyError'], ['AssertionError', 'AssertionError', 'AssertionError'], ['ValueError', 'ValueError', 'ValueError', 'AssertionError', 'ValueError', 'ValueError'], ['KeyError', 'AssertionError', 'KeyError', 'AssertionError']]"
127,0,pass,[]
128,5,fail,"[['AssertionError', 'AssertionError'], ['AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError'], ['AssertionError']]"
129,5,fail,"[['TypeError', 'TypeError', 'TypeError', 'requests.exceptions.ConnectionError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'requests.exceptions.ConnectionError', 'TypeError'], ['requests.exceptions.ConnectionError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'requests.exceptions.ConnectionError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'requests.exceptions.ConnectionError', 'TypeError']]"
130,5,fail,"[['binascii.Error', 'AssertionError'], ['ValueError', 'ValueError', 'ValueError', 'ValueError', 'ValueError'], ['NameError', 'NameError', 'NameError', 'NameError', 'NameError'], ['NameError', 'NameError', 'NameError', 'NameError', 'NameError'], ['ValueError', 'AssertionError']]"
131,5,pass,"[['AssertionError', 'binascii.Error'], ['NameError', 'NameError', 'NameError', 'NameError', 'NameError', 'NameError'], ['ValueError', 'AssertionError'], ['AssertionError'], ['AssertionError']]"
132,5,fail,"[['ValueError', 'AssertionError'], ['AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError'], ['AssertionError']]"
133,5,fail,"[['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['KeyError', 'KeyError', 'KeyError', 'KeyError', 'KeyError']]"
134,1,pass,[['AssertionError']]
135,0,pass,[]
136,1,pass,"[['AssertionError', 'AttributeError']]"
137,0,pass,[]
138,0,pass,[]
139,0,pass,[]
140,0,pass,[]
141,3,pass,"[['TypeError'], ['TypeError'], ['TypeError']]"
142,0,pass,[]
143,0,pass,[]
144,0,pass,[]
145,5,pass,"[['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError']]"
146,5,fail,"[['FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError'], ['FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError'], ['FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError'], ['FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError'], ['FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError']]"
147,5,fail,"[['SyntaxError'], ['SyntaxError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'AssertionError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'AssertionError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError']]"
148,0,pass,[]
149,3,pass,"[['AssertionError'], ['KeyError'], ['KeyError']]"
150,5,fail,"[['AssertionError', 'AssertionError', 'AssertionError'], ['NameError', 'NameError', 'AssertionError', 'NameError'], ['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError']]"
151,0,pass,[]
152,5,fail,"[['KeyError', 'AssertionError', 'KeyError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'NameError'], ['KeyError', 'AssertionError', 'KeyError', 'AssertionError', 'AssertionError'], ['AssertionError'], ['AssertionError']]"
153,0,pass,[]
154,5,fail,"[['AssertionError', 'AssertionError', 'ValueError'], ['AssertionError', 'AssertionError', 'ValueError'], ['AssertionError', 'AssertionError', 'ValueError'], ['ValueError', 'AssertionError', 'AssertionError'], ['ValueError', 'AssertionError', 'AssertionError']]"
155,5,pass,"[['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
156,5,fail,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
157,5,fail,"[['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
158,5,fail,"[['TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError']]"
159,0,pass,[]
160,0,pass,[]
161,5,fail,"[['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
162,0,pass,[]
163,0,pass,[]
164,1,pass,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
165,0,pass,[]
166,3,pass,"[['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AttributeError', 'AttributeError', 'AttributeError', 'AttributeError', 'AttributeError', 'AttributeError', 'AttributeError', 'AttributeError']]"
167,0,pass,[]
168,0,pass,[]
169,0,pass,[]
170,0,pass,[]
171,0,pass,[]
172,0,pass,[]
173,5,fail,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['NameError', 'NameError', 'NameError', 'NameError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
174,0,pass,[]
175,0,pass,[]
176,5,fail,"[['socket.gaierror'], ['socket.gaierror'], ['socket.gaierror'], ['socket.gaierror', 'AssertionError', 'AssertionError'], ['socket.gaierror', 'AssertionError', 'AssertionError']]"
177,5,fail,"[['ValueError'], ['ValueError'], ['ValueError', 'AssertionError', 'AssertionError'], ['AssertionError', 'ValueError', 'AssertionError'], ['AssertionError', 'ValueError', 'AssertionError']]"
178,0,pass,[]
179,5,fail,"[['ValueError', 'AttributeError', 'ValueError', 'AttributeError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError']]"
180,0,pass,[]
181,0,pass,[]
182,5,fail,"[['KeyError', 'KeyError', 'ValueError'], ['ValueError', 'AttributeError', 'KeyError', 'KeyError'], ['KeyError', 'ValueError', 'KeyError'], ['ValueError', 'ValueError', 'ValueError'], ['ValueError', 'ValueError']]"
183,0,pass,[]
184,0,pass,[]
185,5,pass,"[['TypeError', 'TypeError', 'TypeError', 'TypeError'], ['ValueError', 'AssertionError', 'ValueError', 'ValueError', 'ValueError'], ['KeyError', 'KeyError', 'KeyError', 'KeyError', 'KeyError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AssertionError']]"
186,0,pass,[]
187,1,pass,"[['NameError', 'NameError', 'NameError', 'NameError']]"
188,0,pass,[]
189,5,fail,"[['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError']]"
190,5,fail,"[['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
